# Data for the a4a model 
# Full age range
 0 6 
# Full year range
 1982 2012 
# Number of surveys
 3 
# Survey min ages
 0 0 0 
# Survey max ages
 4 4 4 
# Survey time as a fraction into the year (one for each survey)
 0.625 0.625 0.625 
# fbar range
 2 5 
# Last age group considered plus group 0=no 1=yes
 1 
# Number of observations
 547 
# Observation data frame 
# fleet	year	age	observation	weights
1997	2	-0.870686158093021	0	0	0.847878890687872	0.87540231724472
1997	3	-0.870686158093021	0	0	1.89731435979646	1.89836809058405
1997	4	-0.870686158093021	0	0	3.28490653298089	3.28496224388286
1997	5	-0.870686158093021	0	0	4.87784555410754	4.87785044124696
1997	6	-0.870686158093021	0	0	7.42261962994085	7.42262025641598
1998	0	-0.870686158093021	0	0	0.000417319154221276	0.0435251427262261
1998	1	-0.870686158093021	0	0	0.0703351671973702	0.244814130888832
1998	2	-0.870686158093021	0	0	0.756627912265798	0.842135399731983
1998	3	-0.870686158093021	0	0	1.9226378952898	1.93065133477948
1998	4	-0.870686158093021	0	0	3.30175418573733	3.30253666557191
1998	5	-0.870686158093021	0	0	4.83834383218065	4.8384546251151
1998	6	-0.870686158093021	0	0	7.29277505395111	7.29279682041842
1999	0	-0.870686158093021	0	0	0.000450175879481991	0.0414026308160948
1999	1	-0.870686158093021	0	0	0.0789351681941798	0.253915189489718
1999	2	-0.870686158093021	0	0	0.778412803510695	0.85499020934582
1999	3	-0.870686158093021	0	0	1.89616193335434	1.90289285880868
1999	4	-0.870686158093021	0	0	3.31174257499906	3.31240386777922
1999	5	-0.870686158093021	0	0	4.85478273584418	4.85487563320006
1999	6	-0.870686158093021	0	0	7.12805593733759	7.1280735859918
2000	0	-0.870686158093021	0	0	0.00266892949327459	0.0410160572654135
2000	1	-0.870686158093021	0	0	0.106984330463402	0.24698528974652
2000	2	-0.870686158093021	0	0	0.762206045346194	0.876177900480038
2000	3	-0.870686158093021	0	0	1.88420181506457	1.91966436228166
2000	4	-0.870686158093021	0	0	3.29054804147602	3.30100582602814
2000	5	-0.870686158093021	0	0	4.85194880184782	4.85550823746896
2000	6	-0.870686158093021	0	0	7.10261174086394	7.10407354360498
2001	0	-0.870686158093021	0	0	0.000263621500484339	0.0429332818766228
2001	1	-0.870686158093021	0	0	0.0736303047126939	0.240884587288099
2001	2	-0.870686158093021	0	0	0.813135772222655	0.86938776340187
2001	3	-0.870686158093021	0	0	1.94221155332572	1.94493271262737
2001	4	-0.870686158093021	0	0	3.31743856992437	3.31759794984014
2001	5	-0.870686158093021	0	0	4.85337934012031	4.85339443239571
2001	6	-0.870686158093021	0	0	7.0975137854491	7.09751580195382
2002	0	-0.870686158093021	0	0	0.00130834356988358	0.0389544701939949
2002	1	-0.870686158093021	0	0	0.096469332320372	0.247849184207089
2002	2	-0.870686158093021	0	0	0.782989845531062	0.875684303418878
2002	3	-0.870686158093021	0	0	1.93001521030764	1.94750834901051
2002	4	-0.870686158093021	0	0	3.33360369906514	3.33690574011693
2002	5	-0.870686158093021	0	0	4.87079224293274	4.87157751769892
2002	6	-0.870686158093021	0	0	7.10693846875561	7.10717504929333
2003	0	-0.870686158093021	0	0	0.000632469869824533	0.0412168248567208
2003	1	-0.870686158093021	0	0	0.072535658454117	0.233204426399024
2003	2	-0.870686158093021	0	0	0.78430732404239	0.883809796885205
2003	3	-0.870686158093021	0	0	1.94590171658658	1.95869338311981
2003	4	-0.870686158093021	0	0	3.34218216228322	3.34386754266753
2003	5	-0.870686158093021	0	0	4.88941049412017	4.88971282138399
2003	6	-0.870686158093021	0	0	7.16908170986083	7.16915302653416
2004	0	-0.870686158093021	0	0	0.000470670707636957	0.0410952716345178
2004	1	-0.870686158093021	0	0	0.0799820066902855	0.242254945722623
2004	2	-0.870686158093021	0	0	0.803357951126514	0.871579103335917
2004	3	-0.870686158093021	0	0	1.96164417623303	1.96725728952757
2004	4	-0.870686158093021	0	0	3.35499163550102	3.3555039100228
2004	5	-0.870686158093021	0	0	4.90038081762901	4.90044959240769
2004	6	-0.870686158093021	0	0	7.24739696877087	7.24740965296859
2005	0	-0.870686158093021	0	0	0.000992760934102277	0.039420514224298
2005	1	-0.870686158093021	0	0	0.0937863585095678	0.24408954535962
2005	2	-0.870686158093021	0	0	0.790741778356323	0.867003152549963
2005	3	-0.870686158093021	0	0	1.93991734345948	1.95067266952423
2005	4	-0.870686158093021	0	0	3.35680174644103	3.35839078160108
2005	5	-0.870686158093021	0	0	4.9111247451937	4.91143546186417
2005	6	-0.870686158093021	0	0	7.32330640181634	7.32338683241553
2006	0	-0.870686158093021	0	0	0.000430608095472454	0.0436355045048909
2006	1	-0.870686158093021	0	0	0.0883316063611126	0.243953085680343
2006	2	-0.870686158093021	0	0	0.804503969442431	0.849206686230142
2006	3	-0.870686158093021	0	0	1.92519309643388	1.92767432869489
2006	4	-0.870686158093021	0	0	3.34264890750353	3.34281744177074
2006	5	-0.870686158093021	0	0	4.91128311115505	4.91130090751464
2006	6	-0.870686158093021	0	0	7.40031896525688	7.40032165397969
2007	0	-0.870686158093021	0	0	0.000389169456723535	0.0402132935963804
2007	1	-0.870686158093021	0	0	0.0954646651941069	0.255545492037468
2007	2	-0.870686158093021	0	0	0.814308634704943	0.854052101222981
2007	3	-0.870686158093021	0	0	1.9070246222633	1.90897908008842
2007	4	-0.870686158093021	0	0	3.31960997223134	3.31973256131646
2007	5	-0.870686158093021	0	0	4.89467252461898	4.89468469634512
2007	6	-0.870686158093021	0	0	7.43645878107829	7.43646053111561
2008	0	-0.870686158093021	0	0	0.00196904424554962	0.0461321893341546
2008	1	-0.870686158093021	0	0	0.107028258510839	0.247563653273981
2008	2	-0.870686158093021	0	0	0.776699691943419	0.854998997647414
2008	3	-0.870686158093021	0	0	1.89618914345025	1.91139891208268
2008	4	-0.870686158093021	0	0	3.3002378334283	3.30324972111365
2008	5	-0.870686158093021	0	0	4.86730088102408	4.86804791703747
2008	6	-0.870686158093021	0	0	7.3921989974419	7.39244010197049
2009	0	-0.870686158093021	0	0	0.00134297483535221	0.0446568492077604
2009	1	-0.870686158093021	0	0	0.100655365787678	0.259016895604954
2009	2	-0.870686158093021	0	0	0.759264128094412	0.841313100821048
2009	3	-0.870686158093021	0	0	1.88898670854829	1.90289490042906
2009	4	-0.870686158093021	0	0	3.29984440144914	3.30224624794825
2009	5	-0.870686158093021	0	0	4.85135428719015	4.85188478074225
2009	6	-0.870686158093021	0	0	7.26699025556952	7.26714316754764
2010	0	-0.870686158093021	0	0	0.000573558121039081	0.0473092719388551
2010	1	-0.870686158093021	0	0	0.0773122633067505	0.2615091870601
2010	2	-0.870686158093021	0	0	0.767309488045821	0.861901216586604
2010	3	-0.870686158093021	0	0	1.88724982930414	1.89762794421783
2010	4	-0.870686158093021	0	0	3.29112584848053	3.29234070653432
2010	5	-0.870686158093021	0	0	4.84654999870268	4.84674723466295
2010	6	-0.870686158093021	0	0	7.15353388471715	7.15357652339168
2011	0	-0.870686158093021	0	0	0.00123051163526099	0.0405101358250802
2011	1	-0.870686158093021	0	0	0.111268646329629	0.272762266754751
2011	2	-0.870686158093021	0	0	0.793126827317299	0.86587903253758
2011	3	-0.870686158093021	0	0	1.90541734636194	1.91625436406509
2011	4	-0.870686158093021	0	0	3.29280113845647	3.29451487789082
2011	5	-0.870686158093021	0	0	4.83657786628872	4.8369334941642
2011	6	-0.870686158093021	0	0	7.07557730014124	7.07567214091966
2012	0	-0.870686158093021	0	0	0.00296118512595881	0.045896395785302
2012	1	-0.870686158093021	0	0	0.145256654050371	0.251854134559506
2012	2	-0.870686158093021	0	0	0.84516419924846	0.879738261280354
2012	3	-0.870686158093021	0	0	1.92637857891884	1.931095636441
2012	4	-0.870686158093021	0	0	3.30740182630832	3.30813667500794
2012	5	-0.870686158093021	0	0	4.84407076328141	4.84422195866308
2012	6	-0.870686158093021	0	0	7.03529575522962	7.03533558836067
